0,-0.000002429545929771848
1,-0.00003950781683670357
2,-0.00008525134762749076
3,-0.0001030481798807159
4,-0.000053807594667887315
5,0.00004570551391225308
6,0.00017561152344569564
7,0.0002691915142349899
8,0.00024862674763426185
9,0.00004800633905688301
10,-0.0002789775317069143
11,-0.0005852539325132966
12,-0.0006734527414664626
13,-0.00041063918615691364
14,0.00019247674208600074
15,0.0009145523654296994
16,0.0013836979633197188
17,0.0012358606327325106
18,0.0003386493190191686
19,-0.0010649485047906637
20,-0.002367512322962284
21,-0.0028384169563651085
22,-0.001896554953418672
23,0.00048031623009592295
24,0.003557615913450718
25,0.005855970084667206
26,0.005772811360657215
27,0.0020501103717833757
28,-0.005676979199051857
29,-0.016747212037444115
30,-0.029336553066968918
31,-0.04114586114883423
32,-0.05008779466152191
33,-0.055037759244441986
34,-0.05587161332368851
35,-0.05351279675960541
36,-0.049446865916252136
37,-0.04522837698459625
38,-0.04171845316886902
39,-0.03901892900466919
40,-0.03658052533864975
41,-0.03370467573404312
42,-0.029715698212385178
43,-0.02446059323847294
44,-0.018405545502901077
45,-0.012652531266212463
46,-0.008394424803555012
47,-0.006789020262658596
48,-0.008711601607501507
49,-0.014753257855772972
50,-0.024978630244731903
51,-0.03910255432128906
52,-0.0565129891037941
53,-0.07636910676956177
54,-0.09752698242664337
55,-0.11868026107549667
56,-0.13845890760421753
57,-0.15559756755828857
58,-0.16909565031528473
59,-0.17837604880332947
60,-0.1833658516407013
61,-0.18449923396110535
62,-0.1826038360595703
63,-0.17876261472702026
64,-0.1741485893726349
65,-0.16987359523773193
66,-0.16675448417663574
67,-0.16530472040176392
68,-0.1656818389892578
69,-0.1677672415971756
70,-0.17109239101409912
71,-0.17505189776420593
72,-0.17896974086761475
73,-0.1822325438261032
74,-0.18420171737670898
75,-0.18435165286064148
76,-0.1822490692138672
77,-0.17761161923408508
78,-0.17017823457717896
79,-0.15982121229171753
80,-0.14655768871307373
81,-0.13063748180866241
